City,Zone,Speciality,Position,Price_3M,Price_6M,Price_12M,Total Slots,Available Slots
Coimbatore,Race Course,Orthopaedics,6,3000,2000,2000,1,1
Coimbatore,Sai Baba Colony,General Dermatology,1,6270,2090,2090,1,1
Coimbatore,Sai Baba Colony,General Dermatology,6,3135,2090,2090,1,1
Coimbatore,Sai Baba Colony,General Physician,1,3135,3031,3031,1,1
Coimbatore,Sai Baba Colony,General Physician,6,3135,2090,2090,1,1
Coimbatore,Sai Baba Colony,ENT,1,3135,2090,2090,1,1
Coimbatore,Sai Baba Colony,ENT,6,3135,2090,2090,1,1
Coimbatore,Sai Baba Colony,General Dentistry,1,8720,2180,2180,1,0
Coimbatore,Sai Baba Colony,General Dentistry,6,6270,2090,2090,1,0
Coimbatore,Sai Baba Colony,General Psychiatry,1,5000,4500,4500,2,2
Coimbatore,Sai Baba Colony,General Psychiatry,6,3000,2250,2250,2,2
Coimbatore,Sai Baba Colony,General Gynecology,1,13080,2180,2180,1,0
Coimbatore,Sai Baba Colony,General Gynecology,6,6540,2180,2180,1,0
Coimbatore,Sai Baba Colony,General Pediatrics,1,3135,2090,2090,1,0
Coimbatore,Sai Baba Colony,General Pediatrics,6,3000,2000,2000,1,1
Coimbatore,Sai Baba Colony,Orthopaedics,1,3000,3000,3000,3,3
Coimbatore,Sai Baba Colony,Orthopaedics,6,3000,2000,2000,3,3
Coimbatore,Singanallur,General Dermatology,1,3135,3135,3135,2,2
Coimbatore,Singanallur,General Dermatology,6,3135,2090,2090,2,2
Coimbatore,Singanallur,General Physician,1,3000,2000,2000,1,1
Coimbatore,Singanallur,General Physician,6,3000,2000,2000,1,1
Coimbatore,Singanallur,ENT,1,3135,2090,2090,1,1
Coimbatore,Singanallur,ENT,6,3135,2090,2090,1,1
Coimbatore,Singanallur,General Dentistry,1,8360,2090,2090,1,0
Coimbatore,Singanallur,General Dentistry,6,6000,2000,2000,1,0
Coimbatore,Singanallur,General Gynecology,1,6270,2090,2090,1,0
Coimbatore,Singanallur,General Gynecology,6,3135,2090,2090,1,0
Coimbatore,Singanallur,General Pediatrics,1,104500,2090,2090,1,0
Cooch Behar,Cooch Behar-Cityinventory,General Physician,1,3000,2000,2000,1,1
Cooch Behar,Cooch Behar-Cityinventory,General Physician,6,3000,2000,2000,1,1
Cuddalore,Cuddalore-Cityinventory,General Physician,1,3000,2000,2000,1,1
Cuddalore,Cuddalore-Cityinventory,General Physician,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Dermatology,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Dermatology,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,Hair Transplant,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Hair Transplant,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Gastroenterologist,1,6270,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,Gastroenterologist,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Physician,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Physician,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,ENT,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,ENT,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Dentistry,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Dentistry,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,Oncologist,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Oncologist,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Cosmetic/Plastic Surgeon,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Cosmetic/Plastic Surgeon,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Surgeon,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Surgeon,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Psychiatry,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Psychiatry,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Gynecology,1,5225,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Gynecology,6,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,General Pediatrics,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Pediatrics,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Ophthalmology,1,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,General Ophthalmology,6,3000,2000,2000,1,1
Cuttack,Cuttack-Cityinventory,Orthopaedics,1,3135,2090,2090,1,1
Cuttack,Cuttack-Cityinventory,Orthopaedics,6,3135,2090,2090,1,1
Darbhanga,Darbhanga-Cityinventory,General Physician,1,3000,2000,2000,1,1
Darbhanga,Darbhanga-Cityinventory,General Physician,6,3000,2000,2000,1,1
Darjeeling,Darjeeling-Cityinventory,General Dentistry,1,3000,2000,2000,1,1
Darjeeling,Darjeeling-Cityinventory,General Dentistry,6,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,General Dermatology,1,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,General Dermatology,6,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,Gastroenterologist,1,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,Gastroenterologist,6,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,General Physician,1,3000,2000,2000,1,1
Davanagere,Davanagere-Cityinventory,General Physician,6,3000,2000,2000,1,1
Dehradun,Dehradun-Cityinventory,General Dermatology,1,11990,2180,2180,1,0
Dehradun,Dehradun-Cityinventory,General Dermatology,6,9405,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Neurologist,1,3135,3135,3135,2,2
Dehradun,Dehradun-Cityinventory,Neurologist,6,3135,2090,2090,2,2
Dehradun,Dehradun-Cityinventory,Sexologist,1,6270,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Sexologist,6,5225,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Physiotherapist,1,3135,2090,2090,1,0
Dehradun,Dehradun-Cityinventory,Physiotherapist,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Hair Transplant,1,6270,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Hair Transplant,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Gastroenterologist,1,11495,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Gastroenterologist,6,6270,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Physician,1,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Physician,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Urologist,1,5225,4703,4703,2,1
Dehradun,Dehradun-Cityinventory,Urologist,6,5225,2351,2351,2,2
Dehradun,Dehradun-Cityinventory,ENT,1,3135,2299,2299,1,1
Dehradun,Dehradun-Cityinventory,ENT,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Dentistry,1,3135,3135,3135,2,2
Dehradun,Dehradun-Cityinventory,General Dentistry,6,3135,2090,2090,2,2
Dehradun,Dehradun-Cityinventory,Cosmetic/Plastic Surgeon,1,8360,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Cosmetic/Plastic Surgeon,6,5225,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Pulmonologist,1,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Pulmonologist,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Cardiologist,1,3135,3135,3135,4,4
Dehradun,Dehradun-Cityinventory,Cardiologist,6,3135,2090,2090,4,4
Dehradun,Dehradun-Cityinventory,General Surgeon,1,5225,3553,3553,1,1
Dehradun,Dehradun-Cityinventory,General Surgeon,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Psychiatry,1,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Psychiatry,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Gynecology,1,3135,3135,3135,2,2
Dehradun,Dehradun-Cityinventory,General Gynecology,6,3135,2090,2090,2,2
Dehradun,Dehradun-Cityinventory,General Alt Medicine,1,5450,2943,2943,1,0
Dehradun,Dehradun-Cityinventory,General Alt Medicine,6,3135,2090,2090,1,0
Dehradun,Dehradun-Cityinventory,General Pediatrics,1,5225,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Pediatrics,6,5225,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Ophthalmology,1,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,General Ophthalmology,6,3135,2090,2090,1,1
Dehradun,Dehradun-Cityinventory,Orthopaedics,1,9405,9405,9405,1,1
Dehradun,Dehradun-Cityinventory,Orthopaedics,6,5225,4703,4703,1,1
Dehradun,Dehradun-Cityinventory,Homeopathy,1,3135,2090,2090,1,0
Dehradun,Dehradun-Cityinventory,Homeopathy,6,3135,2090,2090,1,1
Delhi,Delhi-Cityinventory,General Dermatology,1,31900,31350,31350,6,2
Delhi,Delhi-Cityinventory,General Dermatology,6,17600,15675,15675,6,3
Delhi,Delhi-Cityinventory,Neurologist,1,30000,29925,29925,4,4
Delhi,Delhi-Cityinventory,Neurologist,6,16800,14963,14963,6,6
Delhi,Delhi-Cityinventory,Sexologist,1,37400,2200,2200,5,0
Delhi,Delhi-Cityinventory,Sexologist,6,28600,2200,2200,4,0
Delhi,Delhi-Cityinventory,Physiotherapist,1,15400,14850,14850,4,3
Delhi,Delhi-Cityinventory,Physiotherapist,6,8400,7088,7088,6,6
Delhi,Delhi-Cityinventory,Hair Transplant,1,13200,2200,2200,5,0
Delhi,Delhi-Cityinventory,Hair Transplant,6,9900,2200,2200,4,2
Delhi,Delhi-Cityinventory,Dietitian,1,27500,12980,12980,2,1
Delhi,Delhi-Cityinventory,Dietitian,6,20900,6490,6490,1,0
Delhi,Delhi-Cityinventory,Endocrinologist,1,15400,14850,14850,4,3
Delhi,Delhi-Cityinventory,Endocrinologist,6,8400,7088,7088,4,4
Delhi,Delhi-Cityinventory,Gastroenterologist,1,17600,16500,16500,4,0
Delhi,Delhi-Cityinventory,Gastroenterologist,6,8400,7875,7875,6,6
Delhi,Delhi-Cityinventory,General Physician,1,6600,6600,6600,4,0
Delhi,Delhi-Cityinventory,General Physician,6,5250,3150,3150,6,5
Delhi,Delhi-Cityinventory,Urologist,1,29400,28350,28350,6,5
Delhi,Delhi-Cityinventory,Urologist,6,14700,14175,14175,6,6
Delhi,Delhi-Cityinventory,ENT,1,47300,36691,36691,4,0
Delhi,Delhi-Cityinventory,ENT,6,23100,17511,17511,4,4
Delhi,Delhi-Cityinventory,General Dentistry,1,58300,36606,36606,6,0
Delhi,Delhi-Cityinventory,General Dentistry,6,30000,17471,17471,6,6
Delhi,Delhi-Cityinventory,Oncologist,1,18700,18150,18150,6,6
Delhi,Delhi-Cityinventory,Oncologist,6,14700,8663,8663,6,6
Delhi,Delhi-Cityinventory,Cosmetic/Plastic Surgeon,1,59400,20460,20460,3,0
Delhi,Delhi-Cityinventory,Cosmetic/Plastic Surgeon,6,30000,9765,9765,1,0
Delhi,Delhi-Cityinventory,Pulmonologist,1,21000,20475,20475,6,5
Delhi,Delhi-Cityinventory,Pulmonologist,6,11550,10238,10238,6,6
Delhi,Delhi-Cityinventory,Cardiologist,1,16800,15750,15750,6,6
Delhi,Delhi-Cityinventory,Cardiologist,6,8400,7875,7875,6,6
Delhi,Delhi-Cityinventory,Nephrologist,1,5250,4725,4725,6,6
Delhi,Delhi-Cityinventory,Nephrologist,6,3150,2363,2363,6,6
Delhi,Delhi-Cityinventory,General Surgeon,1,6300,6300,6300,6,6
Delhi,Delhi-Cityinventory,General Surgeon,6,3150,3150,3150,6,6
Delhi,Delhi-Cityinventory,Veterinarian,1,3150,3150,3150,3,3
Delhi,Delhi-Cityinventory,Veterinarian,6,3150,2100,2100,3,3
Delhi,Delhi-Cityinventory,Radiology,1,3150,3150,3150,1,1
Delhi,Delhi-Cityinventory,Radiology,6,3150,2100,2100,1,1
Delhi,Delhi-Cityinventory,General Psychiatry,1,42900,38210,38210,6,1
Delhi,Delhi-Cityinventory,General Psychiatry,6,31900,19105,19105,4,0
Delhi,Delhi-Cityinventory,Vascular Surgeon,1,5250,2625,2625,1,0
Delhi,Delhi-Cityinventory,Vascular Surgeon,6,5250,2100,2100,1,1
Delhi,Delhi-Cityinventory,Audiologist,1,6000,2000,2000,4,4
Delhi,Delhi-Cityinventory,Audiologist,6,5250,2100,2100,1,1
Delhi,Delhi-Cityinventory,Occupational Therapist,1,3300,2200,2200,1,1
Delhi,Delhi-Cityinventory,Occupational Therapist,6,3150,2100,2100,1,1
Delhi,Delhi-Cityinventory,Speech Therapist,1,3150,3150,3150,6,6
Delhi,Delhi-Cityinventory,Speech Therapist,6,3150,2100,2100,6,6
Delhi,Delhi-Cityinventory,Hematologist,1,3300,3300,3300,1,0
Delhi,Delhi-Cityinventory,Hematologist,6,3150,2100,2100,1,1
Delhi,Delhi-Cityinventory,General Gynecology,1,31900,31350,31350,4,0
Delhi,Delhi-Cityinventory,General Gynecology,6,24150,14963,14963,6,5
Delhi,Delhi-Cityinventory,General Alt Medicine,1,24200,23100,23100,4,0
Delhi,Delhi-Cityinventory,General Alt Medicine,6,18700,11550,11550,1,0
Delhi,Delhi-Cityinventory,General Pediatrics,1,19950,18900,18900,5,4
Delhi,Delhi-Cityinventory,General Pediatrics,6,9450,9450,9450,5,5
Delhi,Delhi-Cityinventory,General Ophthalmology,1,17850,17325,17325,6,5
Delhi,Delhi-Cityinventory,General Ophthalmology,6,9450,8663,8663,6,6
Delhi,Delhi-Cityinventory,Orthopaedics,1,52800,38217,38217,6,4
Delhi,Delhi-Cityinventory,Orthopaedics,6,30000,18241,18241,6,6
Delhi,Delhi-Cityinventory,Homeopathy,1,6300,6300,6300,4,3
Delhi,Delhi-Cityinventory,Homeopathy,6,5250,3150,3150,4,4
Delhi,Badarpur,General Dermatology,1,6000,2000,2000,1,1
Delhi,Badarpur,General Dermatology,6,5000,2000,2000,1,1
Delhi,Cannought place,General Dermatology,1,5250,2100,2100,1,0
Delhi,Cannought place,General Dermatology,6,3000,2000,2000,1,1
Delhi,Cannought place,Sexologist,1,5250,2100,2100,1,0
Delhi,Cannought place,Sexologist,6,5250,2100,2100,1,0
Delhi,Cannought place,General Physician,1,3000,2000,2000,1,1
Delhi,Cannought place,General Physician,6,3000,2000,2000,1,1
Delhi,Cannought place,ENT,1,3150,2100,2100,1,0
Delhi,Cannought place,ENT,6,3000,2000,2000,1,1
Delhi,Cannought place,General Gynecology,1,6300,2100,2100,1,0
Delhi,Cannought place,General Gynecology,6,5000,2000,2000,1,0
Delhi,Cannought place,General Alt Medicine,1,5000,2000,2000,1,1
Delhi,Cannought place,General Alt Medicine,6,5000,2000,2000,1,1
Delhi,Cannought place,Homeopathy,1,3000,2000,2000,1,1
Delhi,Cannought place,Homeopathy,6,3000,2000,2000,1,1
Delhi,Chanakyapuri,General Dermatology,1,14700,5250,5250,1,0
Delhi,Chanakyapuri,General Dermatology,6,10000,2000,2000,1,1
Delhi,Chanakyapuri,Sexologist,1,3150,2100,2100,1,0
Delhi,Chanakyapuri,Sexologist,6,3150,2100,2100,1,0
Delhi,Chanakyapuri,Hair Transplant,1,11550,7350,7350,1,0
Delhi,Chanakyapuri,General Physician,1,3000,2000,2000,1,1
Delhi,Chanakyapuri,General Physician,6,3000,2000,2000,1,1
Delhi,Chanakyapuri,ENT,1,6300,2100,2100,1,0
Delhi,Chanakyapuri,ENT,6,5000,2000,2000,1,1
Delhi,Chanakyapuri,General Dentistry,1,8400,2100,2100,1,1
Delhi,Chanakyapuri,General Dentistry,6,6300,2100,2100,1,0
Delhi,Chanakyapuri,General Psychiatry,1,5250,2100,2100,1,0
Delhi,Chanakyapuri,General Psychiatry,6,5250,2100,2100,1,1
Delhi,Chanakyapuri,General Gynecology,1,11550,2100,2100,1,0
Delhi,Chanakyapuri,General Gynecology,6,9000,2000,2000,1,1
Delhi,Chanakyapuri,General Alt Medicine,1,8000,2000,2000,1,1
Delhi,Chanakyapuri,General Alt Medicine,6,6000,2000,2000,1,1
Delhi,Chanakyapuri,Orthopaedics,1,5000,2000,2000,1,1
Delhi,Chanakyapuri,Orthopaedics,6,3000,2000,2000,1,1
Delhi,Civil lines,General Dermatology,1,3150,2100,2100,1,1
Delhi,Civil lines,General Dermatology,6,3000,2000,2000,1,1
Delhi,Civil lines,Sexologist,1,5250,2100,2100,1,1
Delhi,Civil lines,Sexologist,6,5250,2100,2100,1,0
Delhi,Civil lines,Endocrinologist,1,5000,2000,2000,1,1
Delhi,Civil lines,Endocrinologist,6,3000,2000,2000,1,1
Delhi,Civil lines,General Physician,1,6000,2000,2000,1,1
Delhi,Civil lines,General Physician,6,5000,2000,2000,1,1
Delhi,Civil lines,ENT,1,3000,2000,2000,1,1
Delhi,Civil lines,ENT,6,3000,2000,2000,1,1
Delhi,Civil lines,General Dentistry,1,11550,8610,8610,1,0
Delhi,Civil lines,General Dentistry,6,9000,4100,4100,1,1
Delhi,Civil lines,General Psychiatry,1,3000,2000,2000,1,1
Delhi,Civil lines,General Psychiatry,6,3150,2100,2100,1,1
Delhi,Civil lines,General Gynecology,1,6000,4500,4500,5,4
Delhi,Civil lines,General Gynecology,6,5000,2250,2250,5,5
Delhi,Civil lines,General Ophthalmology,1,5000,2000,2000,1,1
Delhi,Civil lines,General Ophthalmology,6,3000,2000,2000,1,1
Delhi,Civil lines,Orthopaedics,1,5000,2000,2000,1,1
Delhi,Civil lines,Orthopaedics,6,3000,2000,2000,1,1
Delhi,Dwarka,General Dermatology,1,34100,43615,43615,4,3
Delhi,Dwarka,General Dermatology,6,24150,20816,20816,2,2
Delhi,Dwarka,Neurologist,1,19950,18900,18900,6,6
Delhi,Dwarka,Neurologist,6,9450,9450,9450,6,6
Delhi,Dwarka,Sexologist,1,12100,2200,2200,1,0
Delhi,Dwarka,Sexologist,6,9900,2200,2200,1,1
Delhi,Dwarka,Physiotherapist,1,3300,3300,3300,6,4
Delhi,Dwarka,Physiotherapist,6,3150,2100,2100,6,6
Delhi,Dwarka,Hair Transplant,1,16800,2100,2100,1,0
Delhi,Dwarka,Hair Transplant,6,8800,2200,2200,1,0
Delhi,Dwarka,Dietitian,1,12100,2200,2200,1,1
Delhi,Dwarka,Dietitian,6,9900,2200,2200,1,0
Delhi,Dwarka,Endocrinologist,1,8400,2100,2100,1,1
Delhi,Dwarka,Endocrinologist,6,5250,2100,2100,1,1
Delhi,Dwarka,Gastroenterologist,1,19950,18900,18900,4,3
Delhi,Dwarka,Gastroenterologist,6,14700,9450,9450,4,4
Delhi,Dwarka,General Physician,1,24200,23100,23100,1,1
Delhi,Dwarka,General Physician,6,11550,11025,11025,1,1
Delhi,Dwarka,Urologist,1,13200,2200,2200,1,1
Delhi,Dwarka,Urologist,6,6300,2100,2100,1,1
Delhi,Dwarka,ENT,1,17850,15750,15750,6,5
Delhi,Dwarka,ENT,6,14700,7875,7875,6,6
Delhi,Dwarka,General Dentistry,1,28600,33385,33385,2,0
Delhi,Dwarka,General Dentistry,6,22000,16693,16693,2,0
Delhi,Dwarka,Oncologist,1,10000,10000,10000,2,2
Delhi,Dwarka,Oncologist,6,9000,5250,5250,2,2
Delhi,Dwarka,Cosmetic/Plastic Surgeon,1,6300,2310,2310,1,0
Delhi,Dwarka,Cosmetic/Plastic Surgeon,6,5000,2000,2000,1,1
Delhi,Dwarka,Pulmonologist,1,8400,7875,7875,6,6
Delhi,Dwarka,Pulmonologist,6,5250,3938,3938,6,6
Delhi,Dwarka,Cardiologist,1,12600,12600,12600,4,4
Delhi,Dwarka,Cardiologist,6,9450,6300,6300,4,4
Delhi,Dwarka,Nephrologist,1,3300,2200,2200,1,1
Delhi,Dwarka,Nephrologist,6,3150,2100,2100,1,1
Delhi,Dwarka,General Surgeon,1,5250,4725,4725,6,6
Delhi,Dwarka,General Surgeon,6,3150,2363,2363,6,6
Delhi,Dwarka,Veterinarian,1,3000,3000,3000,2,2
Delhi,Dwarka,Veterinarian,6,3000,2000,2000,2,2
Delhi,Dwarka,General Psychiatry,1,34100,33000,33000,2,0
Delhi,Dwarka,General Psychiatry,6,25300,16693,16693,2,0
Delhi,Dwarka,Vascular Surgeon,1,3000,3000,3000,1,0
Delhi,Dwarka,Speech Therapist,1,3000,2000,2000,1,1
Delhi,Dwarka,Speech Therapist,6,3000,2000,2000,1,1
Delhi,Dwarka,General Gynecology,1,44000,45595,45595,2,0
Delhi,Dwarka,General Gynecology,6,34100,22798,22798,2,1
Delhi,Dwarka,General Alt Medicine,1,8400,5145,5145,1,1
Delhi,Dwarka,General Alt Medicine,6,6300,2573,2573,1,1
Delhi,Dwarka,General Pediatrics,1,28600,20515,20515,2,0
Delhi,Dwarka,General Pediatrics,6,22000,10258,10258,2,1
Delhi,Dwarka,General Ophthalmology,1,36300,30580,30580,2,0
Delhi,Dwarka,General Ophthalmology,6,26250,14595,14595,2,2
Delhi,Dwarka,Orthopaedics,1,24150,30000,30000,5,3
Delhi,Dwarka,Orthopaedics,6,19950,15750,15750,5,3
Delhi,Dwarka,Homeopathy,1,6600,6600,6600,1,0
Delhi,Dwarka,Homeopathy,6,5250,3150,3150,1,1
Delhi,Greater kailash,General Dermatology,1,17600,22000,22000,3,0
Delhi,Greater kailash,General Dermatology,6,13200,11000,11000,3,2
Delhi,Greater kailash,Sexologist,1,5250,2100,2100,1,0
Delhi,Greater kailash,Sexologist,6,5250,2100,2100,1,0
Delhi,Greater kailash,Physiotherapist,1,14000,7000,7000,1,0
Delhi,Greater kailash,Hair Transplant,1,11550,7350,7350,1,0
Delhi,Greater kailash,Dietitian,1,3150,2100,2100,1,1
Delhi,Greater kailash,Dietitian,6,3000,2000,2000,1,1
Delhi,Greater kailash,Endocrinologist,1,12600,2100,2100,1,0
Delhi,Greater kailash,Endocrinologist,6,9000,2000,2000,1,1
Delhi,Greater kailash,Gastroenterologist,1,5250,2100,2100,1,0
Delhi,Greater kailash,Gastroenterologist,6,5000,2000,2000,1,1
Delhi,Greater kailash,General Physician,1,5250,4725,4725,2,1
Delhi,Greater kailash,General Physician,6,5250,2363,2363,2,2
Delhi,Greater kailash,Urologist,1,6000,6000,6000,6,5
Delhi,Greater kailash,Urologist,6,5000,3000,3000,6,6
Delhi,Greater kailash,ENT,1,8800,8250,8250,1,0
Delhi,Greater kailash,ENT,6,6300,3938,3938,3,3
Delhi,Greater kailash,General Dentistry,1,34100,20680,20680,1,0
Delhi,Greater kailash,General Dentistry,6,25300,10340,10340,1,1
Delhi,Greater kailash,Cosmetic/Plastic Surgeon,1,27300,5775,5775,1,0
Delhi,Greater kailash,Cosmetic/Plastic Surgeon,6,10000,2000,2000,1,1
Delhi,Greater kailash,Pulmonologist,1,105000,4200,4200,1,0
Delhi,Greater kailash,Cardiologist,1,3150,2100,2100,1,0
Delhi,Greater kailash,Cardiologist,6,0,0,0,1,1
Delhi,Greater kailash,General Psychiatry,1,12100,11550,11550,2,0
Delhi,Greater kailash,General Psychiatry,6,9900,5775,5775,2,0
Delhi,Greater kailash,General Gynecology,1,17600,22000,22000,4,2
Delhi,Greater kailash,General Gynecology,6,12600,10500,10500,4,3
Delhi,Greater kailash,General Alt Medicine,1,3000,2000,2000,1,1
Delhi,Greater kailash,General Alt Medicine,6,3000,2000,2000,1,1
Delhi,Greater kailash,General Ophthalmology,1,6000,6000,6000,4,4
Delhi,Greater kailash,General Ophthalmology,6,5000,3000,3000,4,4
Delhi,Greater kailash,Orthopaedics,1,11550,11025,11025,3,2
Delhi,Greater kailash,Orthopaedics,6,9450,5513,5513,3,2
Delhi,Janakpuri,General Dermatology,1,20900,16390,16390,1,0
Delhi,Janakpuri,General Dermatology,6,14700,7823,7823,1,0
Delhi,Janakpuri,Neurologist,1,9900,2200,2200,1,0
Delhi,Janakpuri,Neurologist,6,5250,2100,2100,1,1
Delhi,Janakpuri,Sexologist,1,13200,2200,2200,1,0
Delhi,Janakpuri,Sexologist,6,9900,2200,2200,1,0
Delhi,Janakpuri,Physiotherapist,1,16800,2100,2100,1,1
Delhi,Janakpuri,Physiotherapist,6,12600,2100,2100,1,1
Delhi,Janakpuri,Hair Transplant,1,3000,2000,2000,1,0
Delhi,Janakpuri,Hair Transplant,6,3000,2000,2000,1,1
Delhi,Janakpuri,Dietitian,1,3150,2100,2100,1,0
Delhi,Janakpuri,Dietitian,6,3000,2000,2000,1,1
Delhi,Janakpuri,Endocrinologist,1,11550,11025,11025,2,2
Delhi,Janakpuri,Endocrinologist,6,6300,5513,5513,2,2
Delhi,Janakpuri,Gastroenterologist,1,19950,25200,25200,1,1
Delhi,Janakpuri,Gastroenterologist,6,14700,12600,12600,1,1
Delhi,Janakpuri,General Physician,1,3300,3300,3300,3,1
Delhi,Janakpuri,General Physician,6,3150,2100,2100,3,3
Delhi,Janakpuri,Urologist,1,12600,12600,12600,6,6
Delhi,Janakpuri,Urologist,6,6300,6300,6300,6,6
Delhi,Janakpuri,ENT,1,34100,44000,44000,1,1
Delhi,Janakpuri,ENT,6,24150,21000,21000,1,1
Delhi,Janakpuri,General Dentistry,1,22000,21230,21230,1,0
Delhi,Janakpuri,General Dentistry,6,16800,10133,10133,1,1
Delhi,Janakpuri,Cosmetic/Plastic Surgeon,1,11550,2100,2100,1,0
Delhi,Janakpuri,Cosmetic/Plastic Surgeon,6,9000,2000,2000,1,1
Delhi,Janakpuri,Pulmonologist,1,8800,2200,2200,1,1
Delhi,Janakpuri,Pulmonologist,6,5500,2200,2200,1,1
Delhi,Janakpuri,Cardiologist,1,5250,2100,2100,1,0
Delhi,Janakpuri,Cardiologist,6,3150,2100,2100,1,1
Delhi,Janakpuri,General Surgeon,1,6000,3000,3000,1,1
Delhi,Janakpuri,General Surgeon,6,5000,2000,2000,1,1
Delhi,Janakpuri,Veterinarian,1,3000,2000,2000,1,1
Delhi,Janakpuri,Veterinarian,6,3000,2000,2000,1,1
Delhi,Janakpuri,General Psychiatry,1,30800,22440,22440,1,0
Delhi,Janakpuri,General Psychiatry,6,23100,10710,10710,1,0
Delhi,Janakpuri,Speech Therapist,1,3000,3000,3000,4,4
Delhi,Janakpuri,Speech Therapist,6,3000,2000,2000,4,4
Delhi,Janakpuri,General Gynecology,1,20900,19800,19800,4,2
Delhi,Janakpuri,General Gynecology,6,9450,9450,9450,4,4
Delhi,Janakpuri,General Alt Medicine,1,3150,2100,2100,1,1
Delhi,Janakpuri,General Alt Medicine,6,3150,2100,2100,1,1
Delhi,Janakpuri,General Pediatrics,1,8800,3960,3960,1,0
Delhi,Janakpuri,General Pediatrics,6,5500,2200,2200,1,1
Delhi,Janakpuri,General Ophthalmology,1,12100,10340,10340,1,0
Delhi,Janakpuri,General Ophthalmology,6,6300,4935,4935,1,1
Delhi,Janakpuri,Orthopaedics,1,22000,14300,14300,1,1
Delhi,Janakpuri,Orthopaedics,6,16800,6825,6825,1,1
Delhi,Janakpuri,Homeopathy,1,6300,2100,2100,1,1
Delhi,Janakpuri,Homeopathy,6,5500,2200,2200,1,0
Delhi,Karol bagh,General Dermatology,1,12600,12600,12600,1,0
Delhi,Karol bagh,General Dermatology,6,9900,6600,6600,1,1
Delhi,Karol bagh,Neurologist,1,8400,7875,7875,6,6
Delhi,Karol bagh,Neurologist,6,5250,3938,3938,6,6
Delhi,Karol bagh,Sexologist,1,3300,2200,2200,1,0
Delhi,Karol bagh,Sexologist,6,3300,2200,2200,1,0
Delhi,Karol bagh,Physiotherapist,1,12100,2530,2530,1,1
