City,Zone,Speciality,Position,Price_3M,Price_6M,Price_12M,Total Slots,Available Slots
Agartala,Agartala-Cityinventory,General Physician,1,3135,2090,2090,1,1
Agartala,Agartala-Cityinventory,General Physician,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Dermatology,1,6540,2180,2180,1,1
Agra,Agra-Cityinventory,General Dermatology,6,3135,2090,2090,1,0
Agra,Agra-Cityinventory,Neurologist,1,5225,2090,2090,1,1
Agra,Agra-Cityinventory,Neurologist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Sexologist,1,3270,2180,2180,1,1
Agra,Agra-Cityinventory,Sexologist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Physiotherapist,1,3135,3135,3135,1,1
Agra,Agra-Cityinventory,Physiotherapist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Hair Transplant,1,5225,2090,2090,1,1
Agra,Agra-Cityinventory,Hair Transplant,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Dietitian,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Dietitian,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Gastroenterologist,1,23980,2180,2180,1,0
Agra,Agra-Cityinventory,Gastroenterologist,6,11495,2090,2090,1,1
Agra,Agra-Cityinventory,General Physician,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Physician,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Urologist,1,5225,2090,2090,1,0
Agra,Agra-Cityinventory,Urologist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,ENT,1,6270,2613,2613,4,3
Agra,Agra-Cityinventory,ENT,6,5225,2090,2090,1,1
Agra,Agra-Cityinventory,General Dentistry,1,11990,2943,2943,4,3
Agra,Agra-Cityinventory,General Dentistry,6,9810,2180,2180,1,0
Agra,Agra-Cityinventory,Oncologist,1,3000,2000,2000,1,1
Agra,Agra-Cityinventory,Oncologist,6,3000,2000,2000,1,1
Agra,Agra-Cityinventory,Cosmetic/Plastic Surgeon,1,12540,2090,2090,1,1
Agra,Agra-Cityinventory,Cosmetic/Plastic Surgeon,6,9405,2090,2090,1,1
Agra,Agra-Cityinventory,Pulmonologist,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Pulmonologist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Cardiologist,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Cardiologist,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Nephrologist,1,3000,2000,2000,1,1
Agra,Agra-Cityinventory,Nephrologist,6,3000,2000,2000,1,1
Agra,Agra-Cityinventory,General Surgeon,1,8720,2180,2180,1,0
Agra,Agra-Cityinventory,General Surgeon,6,5225,2090,2090,1,1
Agra,Agra-Cityinventory,General Psychiatry,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Psychiatry,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Gynecology,1,12540,12540,12540,1,1
Agra,Agra-Cityinventory,General Gynecology,6,9405,6270,6270,1,1
Agra,Agra-Cityinventory,General Alt Medicine,1,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Alt Medicine,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Pediatrics,1,3270,2180,2180,1,0
Agra,Agra-Cityinventory,General Pediatrics,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,General Ophthalmology,1,12540,2090,2090,1,1
Agra,Agra-Cityinventory,General Ophthalmology,6,6270,2090,2090,1,1
Agra,Agra-Cityinventory,Orthopaedics,1,6270,2090,2090,1,1
Agra,Agra-Cityinventory,Orthopaedics,6,3135,2090,2090,1,1
Agra,Agra-Cityinventory,Homeopathy,1,3135,2299,2299,1,1
Agra,Agra-Cityinventory,Homeopathy,6,3135,2090,2090,1,1
Agra,Taj Ganj,General Physician,1,3000,2000,2000,1,1
Agra,Taj Ganj,General Physician,6,3000,2000,2000,1,1
Agra,Kamla Nagar,General Physician,1,3135,2090,2090,1,1
Agra,Kamla Nagar,General Physician,6,3135,2090,2090,1,1
Agra,Kamla Nagar,General Dentistry,1,5000,2400,2400,1,1
Agra,Kamla Nagar,General Dentistry,6,5000,2000,2000,1,1
Agra,Kamla Nagar,General Gynecology,1,8000,2000,2000,1,1
Agra,Kamla Nagar,General Gynecology,6,6000,2000,2000,1,1
Agra,Delhi Gate,General Physician,1,3000,2000,2000,1,1
Agra,Delhi Gate,General Physician,6,3000,2000,2000,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Dermatology,1,3135,3135,3135,6,5
Ahmedabad,Ahmedabad-Cityinventory,General Dermatology,6,3135,2090,2090,6,6
Ahmedabad,Ahmedabad-Cityinventory,Neurologist,1,17765,17243,17243,3,2
Ahmedabad,Ahmedabad-Cityinventory,Neurologist,6,9405,8621,8621,3,3
Ahmedabad,Ahmedabad-Cityinventory,Sexologist,1,6540,2180,2180,1,0
Ahmedabad,Ahmedabad-Cityinventory,Sexologist,6,5450,2180,2180,1,0
Ahmedabad,Ahmedabad-Cityinventory,Physiotherapist,1,3270,3270,3270,2,2
Ahmedabad,Ahmedabad-Cityinventory,Physiotherapist,6,3135,2090,2090,2,2
Ahmedabad,Ahmedabad-Cityinventory,Hair Transplant,1,16720,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Hair Transplant,6,8360,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Dietitian,1,3135,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Dietitian,6,3135,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Endocrinologist,1,6540,2180,2180,2,0
Ahmedabad,Ahmedabad-Cityinventory,Endocrinologist,6,3270,2180,2180,1,1
Ahmedabad,Ahmedabad-Cityinventory,Gastroenterologist,1,23980,22890,22890,1,0
Ahmedabad,Ahmedabad-Cityinventory,Gastroenterologist,6,17765,10973,10973,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Physician,1,3270,3270,3270,2,1
Ahmedabad,Ahmedabad-Cityinventory,General Physician,6,3135,2090,2090,2,2
Ahmedabad,Ahmedabad-Cityinventory,Urologist,1,14630,14108,14108,3,2
Ahmedabad,Ahmedabad-Cityinventory,Urologist,6,11495,7054,7054,3,3
Ahmedabad,Ahmedabad-Cityinventory,ENT,1,8720,8175,8175,2,1
Ahmedabad,Ahmedabad-Cityinventory,ENT,6,5225,3919,3919,2,2
Ahmedabad,Ahmedabad-Cityinventory,General Dentistry,1,13080,13080,13080,4,0
Ahmedabad,Ahmedabad-Cityinventory,General Dentistry,6,9810,6540,6540,4,2
Ahmedabad,Ahmedabad-Cityinventory,Oncologist,1,5225,4703,4703,2,1
Ahmedabad,Ahmedabad-Cityinventory,Oncologist,6,3135,2351,2351,2,2
Ahmedabad,Ahmedabad-Cityinventory,Cosmetic/Plastic Surgeon,1,22990,2404,2404,1,1
Ahmedabad,Ahmedabad-Cityinventory,Cosmetic/Plastic Surgeon,6,11495,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Pulmonologist,1,8360,7838,7838,2,1
Ahmedabad,Ahmedabad-Cityinventory,Pulmonologist,6,5225,3919,3919,2,2
Ahmedabad,Ahmedabad-Cityinventory,Cardiologist,1,9405,9405,9405,4,3
Ahmedabad,Ahmedabad-Cityinventory,Cardiologist,6,5225,4703,4703,4,4
Ahmedabad,Ahmedabad-Cityinventory,Nephrologist,1,5225,4703,4703,2,2
Ahmedabad,Ahmedabad-Cityinventory,Nephrologist,6,3135,2351,2351,2,2
Ahmedabad,Ahmedabad-Cityinventory,General Surgeon,1,8360,7838,7838,3,2
Ahmedabad,Ahmedabad-Cityinventory,General Surgeon,6,5225,3919,3919,3,3
Ahmedabad,Ahmedabad-Cityinventory,Veterinarian,1,3000,2900,2900,1,1
Ahmedabad,Ahmedabad-Cityinventory,Veterinarian,6,3000,2000,2000,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Psychiatry,1,6540,6540,6540,4,3
Ahmedabad,Ahmedabad-Cityinventory,General Psychiatry,6,5225,3135,3135,5,5
Ahmedabad,Ahmedabad-Cityinventory,Audiologist,1,8000,2000,2000,1,1
Ahmedabad,Ahmedabad-Cityinventory,Audiologist,6,6000,2000,2000,1,1
Ahmedabad,Ahmedabad-Cityinventory,Speech Therapist,1,3135,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,Speech Therapist,6,3135,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Gynecology,1,30520,29430,29430,4,1
Ahmedabad,Ahmedabad-Cityinventory,General Gynecology,6,22990,14108,14108,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Alt Medicine,1,5450,4905,4905,1,0
Ahmedabad,Ahmedabad-Cityinventory,General Alt Medicine,6,5225,2351,2351,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Pediatrics,1,3270,2180,2180,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Pediatrics,6,3135,2090,2090,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Ophthalmology,1,11495,9092,9092,1,1
Ahmedabad,Ahmedabad-Cityinventory,General Ophthalmology,6,6270,4546,4546,1,1
Ahmedabad,Ahmedabad-Cityinventory,Orthopaedics,1,8360,7838,7838,4,2
Ahmedabad,Ahmedabad-Cityinventory,Orthopaedics,6,5225,3919,3919,4,4
Ahmedabad,Ahmedabad-Cityinventory,Homeopathy,1,5450,3270,3270,4,3
Ahmedabad,Ahmedabad-Cityinventory,Homeopathy,6,5225,2090,2090,1,1
Ahmedabad,Maninagar,General Dermatology,1,3135,2090,2090,1,1
Ahmedabad,Maninagar,General Dermatology,6,3135,2090,2090,1,1
Ahmedabad,Maninagar,Neurologist,1,8360,2090,2090,1,1
Ahmedabad,Maninagar,Neurologist,6,5225,2090,2090,1,1
Ahmedabad,Maninagar,Sexologist,1,3270,2180,2180,1,0
Ahmedabad,Maninagar,Sexologist,6,3135,2090,2090,1,1
Ahmedabad,Maninagar,Gastroenterologist,1,8360,2090,2090,1,1
Ahmedabad,Maninagar,Gastroenterologist,6,5225,2090,2090,1,1
Ahmedabad,Maninagar,General Physician,1,3135,2090,2090,1,1
Ahmedabad,Maninagar,General Physician,6,3135,2090,2090,1,1
Ahmedabad,Maninagar,Urologist,1,6540,2180,2180,1,0
Ahmedabad,Maninagar,Urologist,6,3135,2090,2090,1,1
Ahmedabad,Maninagar,ENT,1,5225,2090,2090,1,1
Ahmedabad,Maninagar,ENT,6,3135,2090,2090,1,1
Ahmedabad,Maninagar,General Dentistry,1,6540,2180,2180,1,0
Ahmedabad,Maninagar,General Dentistry,6,5450,2180,2180,1,0
Ahmedabad,Maninagar,General Psychiatry,1,3000,2000,2000,1,1
Ahmedabad,Maninagar,General Psychiatry,6,3000,2000,2000,1,1
Ahmedabad,Maninagar,General Gynecology,1,12540,2090,2090,1,1
Ahmedabad,Maninagar,General Gynecology,6,6270,2090,2090,1,1
Ahmedabad,Maninagar,General Ophthalmology,1,8000,2000,2000,1,1
Ahmedabad,Maninagar,General Ophthalmology,6,5000,2000,2000,1,1
Ahmedabad,Maninagar,Orthopaedics,1,8360,2090,2090,1,1
Ahmedabad,Maninagar,Orthopaedics,6,5225,2090,2090,1,1
Ahmedabad,Maninagar,Homeopathy,1,5225,2090,2090,1,0
Ahmedabad,Maninagar,Homeopathy,6,5000,2000,2000,1,1
Ahmedabad,Memnagar,General Dermatology,1,3270,3270,3270,2,1
Ahmedabad,Memnagar,General Dermatology,6,3135,2090,2090,2,2
Ahmedabad,Memnagar,Neurologist,1,8000,5000,5000,1,1
Ahmedabad,Memnagar,Neurologist,6,5000,3000,3000,1,1
Ahmedabad,Memnagar,Hair Transplant,1,5000,2000,2000,1,1
Ahmedabad,Memnagar,Hair Transplant,6,5000,2000,2000,1,1
Ahmedabad,Memnagar,Gastroenterologist,1,6000,6000,6000,2,2
Ahmedabad,Memnagar,Gastroenterologist,6,5000,3000,3000,2,2
Ahmedabad,Memnagar,General Physician,1,3270,2180,2180,1,1
Ahmedabad,Memnagar,General Physician,6,3135,2090,2090,1,1
Ahmedabad,Memnagar,ENT,1,3000,2000,2000,1,1
Ahmedabad,Memnagar,ENT,6,3000,2000,2000,1,1
Ahmedabad,Memnagar,General Dentistry,1,8360,7002,7002,1,0
Ahmedabad,Memnagar,General Dentistry,6,6270,3501,3501,1,0
Ahmedabad,Memnagar,General Gynecology,1,10000,2000,2000,1,1
Ahmedabad,Memnagar,General Gynecology,6,6000,2000,2000,1,1
Ahmedabad,Naranpura,General Dermatology,1,3135,2404,2404,1,1
Ahmedabad,Naranpura,General Dermatology,6,3135,2090,2090,1,1
Ahmedabad,Naranpura,Gastroenterologist,1,9405,9405,9405,2,2
Ahmedabad,Naranpura,Gastroenterologist,6,5225,4703,4703,2,2
Ahmedabad,Naranpura,General Physician,1,3135,2299,2299,1,1
Ahmedabad,Naranpura,General Physician,6,3135,2090,2090,1,1
Ahmedabad,Naranpura,ENT,1,5225,4703,4703,3,3
Ahmedabad,Naranpura,ENT,6,3135,2351,2351,3,3
Ahmedabad,Naranpura,General Dentistry,1,3270,3270,3270,1,0
Ahmedabad,Naranpura,General Dentistry,6,3270,2180,2180,1,0
Ahmedabad,Naranpura,Nephrologist,1,3000,3000,3000,1,1
Ahmedabad,Naranpura,Nephrologist,6,3000,2000,2000,1,1
Ahmedabad,Naranpura,General Surgeon,1,6000,6000,6000,2,2
Ahmedabad,Naranpura,General Surgeon,6,3000,3000,3000,2,2
Ahmedabad,Naranpura,General Psychiatry,1,3000,3000,3000,4,4
Ahmedabad,Naranpura,General Psychiatry,6,3000,2000,2000,4,4
Ahmedabad,Naranpura,General Gynecology,1,12540,7106,7106,1,0
Ahmedabad,Naranpura,General Gynecology,6,9405,3553,3553,1,1
Ahmedabad,Naranpura,General Ophthalmology,1,8000,2000,2000,1,1
Ahmedabad,Naranpura,General Ophthalmology,6,5000,2000,2000,1,1
Ahmedabad,Naranpura,Orthopaedics,1,6270,6270,6270,3,3
Ahmedabad,Naranpura,Orthopaedics,6,3135,3135,3135,3,3
Ahmedabad,Paldi,General Dermatology,1,5225,4703,4703,2,2
Ahmedabad,Paldi,General Dermatology,6,5225,2351,2351,2,2
Ahmedabad,Paldi,Hair Transplant,1,5000,2000,2000,1,1
Ahmedabad,Paldi,Hair Transplant,6,5000,2000,2000,1,1
Ahmedabad,Paldi,Gastroenterologist,1,5000,2000,2000,1,1
Ahmedabad,Paldi,Gastroenterologist,6,3000,2000,2000,1,1
Ahmedabad,Paldi,General Physician,1,3135,2090,2090,1,1
Ahmedabad,Paldi,General Physician,6,3135,2090,2090,1,1
Ahmedabad,Paldi,ENT,1,3000,2000,2000,1,1
Ahmedabad,Paldi,ENT,6,3000,2000,2000,1,1
Ahmedabad,Paldi,General Dentistry,1,6270,3344,3344,1,0
Ahmedabad,Paldi,General Dentistry,6,5225,2090,2090,1,0
Ahmedabad,Paldi,General Gynecology,1,5000,3200,3200,1,1
Ahmedabad,Paldi,General Gynecology,6,3000,2000,2000,1,1
Ahmedabad,Paldi,Orthopaedics,1,5225,2090,2090,1,1
Ahmedabad,Paldi,Orthopaedics,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,General Dermatology,1,3135,2090,2090,1,1
Ahmedabad,Saraspur,General Dermatology,6,3135,2090,2090,1,1
Ahmedabad,Saraspur,Neurologist,1,8360,2090,2090,1,1
Ahmedabad,Saraspur,Neurologist,6,5225,2090,2090,1,1
Ahmedabad,Saraspur,Sexologist,1,3135,2090,2090,1,0
Ahmedabad,Saraspur,Sexologist,6,3135,2090,2090,1,1
Ahmedabad,Saraspur,Hair Transplant,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Hair Transplant,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Gastroenterologist,1,8360,2090,2090,1,1
Ahmedabad,Saraspur,Gastroenterologist,6,5225,2090,2090,1,1
Ahmedabad,Saraspur,General Physician,1,3135,2090,2090,1,1
Ahmedabad,Saraspur,General Physician,6,3135,2090,2090,1,1
Ahmedabad,Saraspur,Urologist,1,8360,6270,6270,4,4
Ahmedabad,Saraspur,Urologist,6,5225,3135,3135,4,4
Ahmedabad,Saraspur,ENT,1,3135,2090,2090,1,1
Ahmedabad,Saraspur,ENT,6,3135,2090,2090,1,1
Ahmedabad,Saraspur,General Dentistry,1,3135,2090,2090,1,0
Ahmedabad,Saraspur,General Dentistry,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Oncologist,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Oncologist,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Cosmetic/Plastic Surgeon,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Cosmetic/Plastic Surgeon,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Pulmonologist,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Pulmonologist,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Cardiologist,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Cardiologist,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,Nephrologist,1,3000,2000,2000,1,1
Ahmedabad,Saraspur,Nephrologist,6,3000,2000,2000,1,1
Ahmedabad,Saraspur,General Psychiatry,1,6000,4700,4700,1,1
Ahmedabad,Saraspur,General Psychiatry,6,5000,2350,2350,1,1
Ahmedabad,Saraspur,General Gynecology,1,8360,2717,2717,1,1
Ahmedabad,Saraspur,General Gynecology,6,5225,2090,2090,1,1
Ahmedabad,Saraspur,General Ophthalmology,1,8000,2000,2000,1,1
Ahmedabad,Saraspur,General Ophthalmology,6,5000,2000,2000,1,1
Ahmedabad,Saraspur,Orthopaedics,1,8360,2090,2090,1,1
Ahmedabad,Saraspur,Orthopaedics,6,5225,2090,2090,1,1
Ahmedabad,Satellite,General Dermatology,1,6270,2090,2090,1,1
Ahmedabad,Satellite,General Dermatology,6,5225,2090,2090,1,1
Ahmedabad,Satellite,Neurologist,1,8000,5000,5000,1,1
Ahmedabad,Satellite,Neurologist,6,5000,3000,3000,1,1
Ahmedabad,Satellite,Hair Transplant,1,6000,2000,2000,1,1
Ahmedabad,Satellite,Hair Transplant,6,5000,2000,2000,1,1
Ahmedabad,Satellite,Gastroenterologist,1,8360,2090,2090,1,1
Ahmedabad,Satellite,Gastroenterologist,6,5225,2090,2090,1,1
Ahmedabad,Satellite,General Physician,1,5450,2398,2398,1,1
Ahmedabad,Satellite,General Physician,6,5225,2090,2090,1,1
Ahmedabad,Satellite,ENT,1,3135,2090,2090,1,1
Ahmedabad,Satellite,ENT,6,3135,2090,2090,1,1
Ahmedabad,Satellite,General Dentistry,1,8720,5450,5450,1,0
Ahmedabad,Satellite,General Dentistry,6,6540,2725,2725,1,0
Ahmedabad,Satellite,Cosmetic/Plastic Surgeon,1,5000,2000,2000,1,1
Ahmedabad,Satellite,Cosmetic/Plastic Surgeon,6,5000,2000,2000,1,1
Ahmedabad,Satellite,General Psychiatry,1,3135,3135,3135,1,0
Ahmedabad,Satellite,General Psychiatry,6,3000,2000,2000,1,1
Ahmedabad,Satellite,General Gynecology,1,15260,14715,14715,1,0
Ahmedabad,Satellite,General Gynecology,6,11495,7054,7054,1,1
Ahmedabad,Satellite,Orthopaedics,1,20710,6867,6867,1,0
Ahmedabad,Satellite,Orthopaedics,6,14630,3292,3292,1,1
Ahmednagar,Ahmednagar-Cityinventory,General Dermatology,1,3000,2000,2000,1,1
Ahmednagar,Ahmednagar-Cityinventory,General Dermatology,6,3000,2000,2000,1,1
Ahmednagar,Ahmednagar-Cityinventory,Orthopaedics,1,3000,2000,2000,1,1
Ahmednagar,Ahmednagar-Cityinventory,Orthopaedics,6,3000,2000,2000,1,1
Ajmer,Ajmer-Cityinventory,Sexologist,1,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,Sexologist,6,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,Gastroenterologist,1,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,Gastroenterologist,6,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,General Physician,1,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,General Physician,6,3135,2090,2090,1,1
Ajmer,Ajmer-Cityinventory,General Dentistry,1,3000,2000,2000,1,1
Ajmer,Ajmer-Cityinventory,General Dentistry,6,3000,2000,2000,1,1
Akola,Akola-Cityinventory,General Physician,1,3000,2000,2000,1,1
Akola,Akola-Cityinventory,General Physician,6,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,General Dermatology,1,5225,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Dermatology,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,Sexologist,1,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,Sexologist,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,Hair Transplant,1,6000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,Hair Transplant,6,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,Gastroenterologist,1,5225,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,Gastroenterologist,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Physician,1,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Physician,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Dentistry,1,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Dentistry,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,Pulmonologist,1,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,Pulmonologist,6,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,General Psychiatry,1,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Psychiatry,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Gynecology,1,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Gynecology,6,3135,2090,2090,1,1
Aligarh,Aligarh-Cityinventory,General Alt Medicine,1,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,General Alt Medicine,6,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,General Ophthalmology,1,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,General Ophthalmology,6,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,Orthopaedics,1,3000,2000,2000,1,1
Aligarh,Aligarh-Cityinventory,Orthopaedics,6,3000,2000,2000,1,1
Allahabad,Allahabad-Cityinventory,General Dermatology,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Dermatology,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Neurologist,1,3000,2000,2000,1,1
Allahabad,Allahabad-Cityinventory,Neurologist,6,3000,2000,2000,1,1
Allahabad,Allahabad-Cityinventory,Sexologist,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Sexologist,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Physiotherapist,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Physiotherapist,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Hair Transplant,1,12540,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Hair Transplant,6,6270,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Endocrinologist,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Endocrinologist,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Gastroenterologist,1,9405,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Gastroenterologist,6,5225,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Physician,1,3135,2299,2299,1,1
Allahabad,Allahabad-Cityinventory,General Physician,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,ENT,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,ENT,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Dentistry,1,6270,4807,4807,1,1
Allahabad,Allahabad-Cityinventory,General Dentistry,6,5225,2404,2404,1,1
Allahabad,Allahabad-Cityinventory,Cosmetic/Plastic Surgeon,1,11495,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Cosmetic/Plastic Surgeon,6,6270,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Pulmonologist,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Pulmonologist,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Surgeon,1,16720,7733,7733,1,1
Allahabad,Allahabad-Cityinventory,General Surgeon,6,10000,3700,3700,1,1
Allahabad,Allahabad-Cityinventory,General Psychiatry,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Psychiatry,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Gynecology,1,5450,2180,2180,4,3
Allahabad,Allahabad-Cityinventory,General Gynecology,6,5225,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Alt Medicine,1,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Alt Medicine,6,3135,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Pediatrics,1,6270,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Pediatrics,6,5225,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,General Ophthalmology,1,5000,2000,2000,1,1
Allahabad,Allahabad-Cityinventory,General Ophthalmology,6,3000,2000,2000,1,1
Allahabad,Allahabad-Cityinventory,Orthopaedics,1,17765,3449,3449,1,1
Allahabad,Allahabad-Cityinventory,Orthopaedics,6,9405,2090,2090,1,1
Allahabad,Allahabad-Cityinventory,Homeopathy,1,6540,2180,2180,4,3
Allahabad,Allahabad-Cityinventory,Homeopathy,6,5225,2090,2090,1,1
Allahabad,Allahabad,General Dermatology,6,3135,2090,2090,1,1
Allahabad,Allahabad,General Physician,1,3135,2299,2299,1,1
Allahabad,Allahabad,General Physician,6,3135,2090,2090,1,1
Allahabad,Allahabad,ENT,6,3000,2000,2000,1,1
Allahabad,Allahabad,General Dentistry,1,6270,4807,4807,1,1
Allahabad,Allahabad,General Dentistry,6,5225,2404,2404,1,1
Allahabad,Allahabad,General Gynecology,1,3135,2090,2090,1,1
Allahabad,Allahabad,General Gynecology,6,3135,2090,2090,1,1
Allahabad,Allahabad,Orthopaedics,6,3135,2090,2090,1,1
Alwar,Alwar-Cityinventory,General Physician,1,3000,2000,2000,1,1
Alwar,Alwar-Cityinventory,General Physician,6,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,Gastroenterologist,1,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,Gastroenterologist,6,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,General Physician,1,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,General Physician,6,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,General Dentistry,1,3000,2000,2000,1,1
Ambala,Ambala-Cityinventory,General Dentistry,6,3000,2000,2000,1,1
Amravati,Amravati-Cityinventory,General Dermatology,1,3135,2090,2090,1,0
Amravati,Amravati-Cityinventory,General Dermatology,6,3000,2000,2000,1,1
Amravati,Amravati-Cityinventory,Sexologist,1,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,Sexologist,6,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,Gastroenterologist,1,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,Gastroenterologist,6,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,General Physician,1,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,General Physician,6,3135,2090,2090,1,1
Amravati,Amravati-Cityinventory,General Dentistry,1,3000,2000,2000,1,1
Amravati,Amravati-Cityinventory,General Dentistry,6,3000,2000,2000,1,1
